pers_id;sexo;edad;ingreso;situacion_lab
72174664249;F;56;28925.30273;Relacion_dependencia
58576703510;F;56;19449.08984;Sin_situacion_declarada
64826913114;F;42;47148.05469;Sin_situacion_declarada
56000197142;F;54;36742.54688;Sin_situacion_declarada
10899813625;F;60;37779.38672;Jubilado
16595902431;F;45;15324.89844;Sin_situacion_declarada
70330144927;F;43;54645.26953;Relacion_dependencia
53507993603;F;40;29875.01172;Relacion_dependencia
65113418791;F;43;118459.1953;Autonomo_Monotributista
16941528427;F;56;26389.4082;Autonomo_Monotributista
60865970994;F;45;43161.82813;Sin_situacion_declarada
17145089880;F;40;55516.29297;Autonomo_Monotributista
47957984093;F;45;17064.26758;Sin_situacion_declarada
36731581459;F;46;48319.64453;Sin_situacion_declarada
39470568890;F;43;146835.7188;Relacion_dependencia
34357137613;F;50;25857.70313;Sin_situacion_declarada
79769505863;F;51;24102.21875;Sin_situacion_declarada
41777315946;F;49;18457.14453;Sin_situacion_declarada
31490302811;F;51;27160.63477;Sin_situacion_declarada
65747881480;F;57;84729.46094;Autonomo_Monotributista
22688004270;F;49;24525.73242;Relacion_dependencia
64695395248;F;45;97505.32031;Autonomo_Monotributista
35767739341;F;60;32116.69336;Sin_situacion_declarada
57693630165;F;52;61996.07422;Autonomo_Monotributista
12473525174;F;42;49150.94922;Sin_situacion_declarada
27927380571;F;59;33174.75391;Sin_situacion_declarada
64619839628;F;44;52367.63672;Sin_situacion_declarada
21800878313;F;41;21549.24219;Autonomo_Monotributista
54981087391;F;50;33125.65625;Relacion_dependencia
42432376796;F;54;17918.30273;Sin_situacion_declarada
15926225183;F;60;116085.1953;Sin_situacion_declarada
25593341315;F;42;25764.70117;Autonomo_Monotributista
11111106434;F;47;14138.98242;Sin_situacion_declarada
41109179580;F;54;32727.41992;Sin_situacion_declarada
69339818586;F;44;75355.53125;Relacion_dependencia
49147309373;F;42;54661.32422;Sin_situacion_declarada
74307954708;F;42;105418.2969;Relacion_dependencia
79050520571;F;51;14489.68945;Sin_situacion_declarada
59111640351;F;56;37553.08984;Autonomo_Monotributista
76309933921;F;52;34338.61719;Autonomo_Monotributista
28380899769;F;59;18378.93555;Sin_situacion_declarada
48825682094;F;57;37524.05469;Sin_situacion_declarada
66484983641;F;41;52761.17578;Relacion_dependencia
31061554138;F;51;66122.49219;Jubilado
55722640076;F;44;67425.39063;Autonomo_Monotributista
6206102258;F;42;28827.08008;Autonomo_Monotributista
86733457324;F;59;13958.10254;Sin_situacion_declarada
28120333822;F;52;22406.56445;Sin_situacion_declarada
65671491083;F;60;10484.53223;Sin_situacion_declarada
99384870323;F;41;26989.08984;Sin_situacion_declarada
99276473186;F;49;35255.125;Autonomo_Monotributista
57320194892;F;51;44455.98047;Sin_situacion_declarada
48712974058;F;45;251316.6406;Relacion_dependencia
96069007383;F;43;51099.45703;Relacion_dependencia
22306909806;F;50;17159.08398;Jubilado
58303949357;F;52;44033.23828;Autonomo_Monotributista
19661987226;F;51;13919.33984;Sin_situacion_declarada
58674812124;F;40;13164.04395;Sin_situacion_declarada
2855114197;F;48;77989.89063;Relacion_dependencia
59816035034;F;49;18593.49219;Sin_situacion_declarada
67488562855;F;41;20216.68164;Sin_situacion_declarada
83957919119;F;54;25336.69531;Sin_situacion_declarada
3187667902;F;56;116278.5313;Relacion_dependencia
8391802257;F;44;21524.90039;Sin_situacion_declarada
12533416133;F;53;30030.66602;Sin_situacion_declarada
17186678650;F;57;30643.92578;Sin_situacion_declarada
70734373700;F;40;29837.87891;Sin_situacion_declarada
59403911877;F;60;10055.48926;Sin_situacion_declarada
65740593534;F;55;46340.41406;Sin_situacion_declarada
56028074214;F;40;7890.410156;Autonomo_Monotributista
59499814468;F;43;131316.6094;Relacion_dependencia
58409154679;F;51;189110.5313;Sin_situacion_declarada
6292270053;F;56;102840.75;Autonomo_Monotributista
85070370278;F;59;23445.56055;Sin_situacion_declarada
24080039326;F;57;7982.426758;Jubilado
12130779697;F;42;19670.98633;Sin_situacion_declarada
48255678731;F;56;30260.24023;Sin_situacion_declarada
55761943150;F;44;6707.810547;Sin_situacion_declarada
52751427377;F;59;20566.55664;Autonomo_Monotributista
99258148498;F;47;17083.07227;Sin_situacion_declarada
51837002551;F;56;57509.05469;Sin_situacion_declarada
74880416129;F;59;6888.177734;Sin_situacion_declarada
80229046492;F;57;19526.80859;Sin_situacion_declarada
71619891437;F;53;38064.24609;Sin_situacion_declarada
25918245772;F;44;22716.74023;Sin_situacion_declarada
90654144090;F;46;20189.66211;Sin_situacion_declarada
33214350478;F;49;21092.24805;Sin_situacion_declarada
15734486123;F;54;37514.66406;Autonomo_Monotributista
551848109;F;42;40862.5625;Relacion_dependencia
31414312693;F;42;33250.57031;Relacion_dependencia
64896742774;F;41;120021.7109;Autonomo_Monotributista
1177406608;F;44;19457.53125;Sin_situacion_declarada
82815566483;F;44;20667.14844;Autonomo_Monotributista
96005998495;F;47;70783.25;Relacion_dependencia
17329388799;F;53;63933.56641;Relacion_dependencia
85002583553;F;56;7984.061523;Sin_situacion_declarada
14221533537;F;43;43976.13281;Relacion_dependencia
53861267044;F;46;17127.96289;Sin_situacion_declarada
78274311949;F;57;49445;Sin_situacion_declarada
80183533306;F;55;72000.25781;Relacion_dependencia
86515492499;F;53;31818.85938;Autonomo_Monotributista
2629238156;F;46;49785.78516;Sin_situacion_declarada
64831324047;F;56;13311.41309;Sin_situacion_declarada
76273129465;F;43;89364.4375;Relacion_dependencia
51612265319;F;40;71185.78906;Sin_situacion_declarada
2365327622;F;43;42487.54297;Autonomo_Monotributista
55838496920;F;44;40992.59375;Autonomo_Monotributista
42318448230;F;54;30238.80664;Jubilado
53856522391;F;49;23108.16406;Relacion_dependencia
87893737641;F;45;15357.7041;Sin_situacion_declarada
42639637461;F;44;24027.51367;Autonomo_Monotributista
60825285511;F;51;53726.74609;Jubilado
55116023104;F;54;11067.3252;Sin_situacion_declarada
34336470065;F;46;217584.6406;Relacion_dependencia
28332458440;F;57;29708.80664;Sin_situacion_declarada
37211631678;F;60;88249.88281;Jubilado
14198090519;F;46;29282.82031;Autonomo_Monotributista
66913636115;F;40;20610.41211;Sin_situacion_declarada
56066441324;F;57;41063.44922;Jubilado
74920661301;F;47;230909.2969;Relacion_dependencia
30615528223;F;50;30839.91602;Sin_situacion_declarada
21338504981;F;41;31444.82031;Sin_situacion_declarada
89039545364;F;41;27085.18359;Sin_situacion_declarada
1342965922;F;59;61911.67578;Jubilado
27849478769;F;48;31961.04102;Sin_situacion_declarada
11828042249;F;45;24546.43359;Relacion_dependencia
18177376178;F;56;29527.45313;Relacion_dependencia
6376957674;F;44;26293.55078;Sin_situacion_declarada
98545081243;F;44;11954.35352;Sin_situacion_declarada
26274224363;F;49;132602.875;Sin_situacion_declarada
83318554179;F;51;31818.35352;Sin_situacion_declarada
81003408375;F;54;16242.42773;Sin_situacion_declarada
92688876522;F;59;23035.5332;Autonomo_Monotributista
51505591182;F;44;32292.48633;Relacion_dependencia
80224377583;F;56;39790.38672;Jubilado
58282529592;F;41;27448.48633;Relacion_dependencia
25607845887;F;48;42752.98438;Autonomo_Monotributista
66787363850;F;48;166918.25;Sin_situacion_declarada
64942935813;F;55;57391.71875;Autonomo_Monotributista
42649914772;F;58;72340.25781;Autonomo_Monotributista
55666178657;F;47;53202.97266;Sin_situacion_declarada
63781285863;F;55;24605.03906;Sin_situacion_declarada
16425701394;F;56;123861.7656;Jubilado
19168360601;F;40;21733.38281;Sin_situacion_declarada
15467672923;F;41;37997.91016;Autonomo_Monotributista
45957921724;F;55;41187.29688;Sin_situacion_declarada
36213060254;F;57;35765.18359;Sin_situacion_declarada
89707279947;F;49;23699.25781;Sin_situacion_declarada
54638432600;F;59;130676.2813;Relacion_dependencia
36490589360;F;44;51802.05469;Sin_situacion_declarada
89498107239;F;43;47127.88281;Relacion_dependencia
60451220667;F;54;42689.57422;Sin_situacion_declarada
47157290746;F;40;24278.1582;Sin_situacion_declarada
89525134829;F;55;112596.7891;Sin_situacion_declarada
36345668264;F;40;56371.98828;Relacion_dependencia
58214305744;F;59;52346.47656;Autonomo_Monotributista
40079638945;F;51;52925.58984;Sin_situacion_declarada
74727660454;F;59;12655.58887;Sin_situacion_declarada
44020801701;F;40;41026.10156;Relacion_dependencia
66562630862;F;52;26984.58008;Sin_situacion_declarada
77541794387;F;45;20592.85742;Relacion_dependencia
91433302264;F;58;28594.63281;Autonomo_Monotributista
28115701842;F;42;86793.4375;Autonomo_Monotributista
76769762760;F;59;51788.37891;Relacion_dependencia
71296299845;F;53;21396.41797;Sin_situacion_declarada
1886255867;F;42;19873.61328;Sin_situacion_declarada
14611117635;F;42;23389.48242;Sin_situacion_declarada
31643792906;F;58;13340.29199;Desempleado_o_plansocial
99938763350;F;52;12823.33105;Sin_situacion_declarada
67376860808;F;56;24498.66992;Sin_situacion_declarada
23040894961;F;55;22811.68555;Sin_situacion_declarada
11373984968;F;46;54237.60547;Autonomo_Monotributista
66246564269;F;45;28806.10156;Sin_situacion_declarada
82580223092;F;41;10781.33105;Sin_situacion_declarada
98686694797;F;60;157203.0469;Jubilado
12027939096;F;47;12820.28027;Sin_situacion_declarada
84021866717;F;49;51611.91797;Autonomo_Monotributista
53862279388;F;47;67440.76563;Sin_situacion_declarada
67942950714;F;46;110719.9609;Relacion_dependencia
77100958793;F;42;15809.81836;Sin_situacion_declarada
20757315065;F;56;62441.875;Jubilado
86873104738;F;52;17646.71875;Sin_situacion_declarada
42394507190;F;43;52632.45313;Relacion_dependencia
82729308505;F;46;22534.30469;Relacion_dependencia
3404381597;F;50;191921.3906;Autonomo_Monotributista
58775286790;F;52;27389.66211;Autonomo_Monotributista
22882610092;F;56;22148.61523;Sin_situacion_declarada
60105917277;F;55;45601.96094;Relacion_dependencia
88293176989;F;47;25725.63672;Autonomo_Monotributista
23359106439;F;59;91301.44531;Relacion_dependencia
35909917613;F;48;25777.95117;Relacion_dependencia
7924515412;F;47;20087.93164;Autonomo_Monotributista
55978682253;F;53;14984.55957;Sin_situacion_declarada
93816861513;F;51;46994.76172;Sin_situacion_declarada
664887966;F;54;20943.05664;Sin_situacion_declarada
17914146647;F;41;16198.45117;Sin_situacion_declarada
24569935834;F;45;53231.70313;Sin_situacion_declarada
42754177138;F;50;22467.3457;Relacion_dependencia
28127483917;F;52;14650.59863;Sin_situacion_declarada
15613045757;F;50;45197.34766;Sin_situacion_declarada
84467790243;F;43;32084.38281;Sin_situacion_declarada
87621639629;F;58;28245.56445;Sin_situacion_declarada
49257087859;F;43;23061.61914;Sin_situacion_declarada
30128741095;F;40;36648.71875;Relacion_dependencia
52551996097;F;44;56619.23047;Sin_situacion_declarada
56779382681;F;41;11398.9248;Sin_situacion_declarada
53601909136;F;56;16415.87695;Jubilado
27817725;F;40;10622.45898;Sin_situacion_declarada
14189630143;F;49;66646.76563;Sin_situacion_declarada
62607443145;F;50;24216.70117;Sin_situacion_declarada
43410759216;F;46;39837.19141;Sin_situacion_declarada
93293610868;F;46;43426.50391;Sin_situacion_declarada
3541527288;F;59;24256.7168;Sin_situacion_declarada
56772766415;F;53;32301.92188;Autonomo_Monotributista
97322104745;F;42;11606.78906;Sin_situacion_declarada
45469265856;F;41;12783.08301;Sin_situacion_declarada
74237876885;F;52;38350.88281;Relacion_dependencia
7659789712;F;59;19757.54883;Sin_situacion_declarada
5833418245;F;45;25351.16406;Sin_situacion_declarada
50074330022;F;56;28688.72266;Sin_situacion_declarada
89622690603;F;46;22011.60156;Autonomo_Monotributista
2275821278;F;51;7776.199219;Autonomo_Monotributista
19964111819;F;54;35265.82813;Relacion_dependencia
75492552114;F;43;161692.0469;Relacion_dependencia
5228777949;F;58;29636.47656;Relacion_dependencia
71893783806;F;54;41941.29688;Sin_situacion_declarada
84115105513;F;47;92003.07031;Sin_situacion_declarada
6954629243;F;48;20819.28125;Jubilado
79357635785;F;42;24440.70313;Sin_situacion_declarada
56385310772;F;46;41104.59375;Sin_situacion_declarada
82279837334;F;52;95217.57031;Relacion_dependencia
92986454;F;44;21843.70898;Relacion_dependencia
8339390042;F;56;13911.22852;Autonomo_Monotributista
62980275183;F;58;41973.13672;Autonomo_Monotributista
45079225356;F;51;8969.248047;Sin_situacion_declarada
82432997189;F;40;23097.4043;Sin_situacion_declarada
54194141840;F;44;141825.6406;Relacion_dependencia
72769800364;F;42;84347.19531;Relacion_dependencia
66178372332;F;55;7469.859863;Sin_situacion_declarada
21548378754;F;53;17555.43359;Autonomo_Monotributista
5598947077;F;42;8327.543945;Sin_situacion_declarada
22029834984;F;52;15332.51172;Sin_situacion_declarada
97154374907;F;56;35232.31641;Sin_situacion_declarada
50075827881;F;43;8581.916016;Sin_situacion_declarada
40586873653;F;56;18035.48242;Sin_situacion_declarada
53295000197;F;56;16747.68164;Sin_situacion_declarada
12723337962;F;49;20811.01563;Autonomo_Monotributista
63317623833;F;50;15398.31543;Sin_situacion_declarada
11362407332;F;46;68785.05469;Relacion_dependencia
81455407090;F;43;76314.92188;Relacion_dependencia
5525595401;F;42;26504.9707;Sin_situacion_declarada
56551093701;F;46;57936.19922;Autonomo_Monotributista
3308728624;F;50;16224.09961;Sin_situacion_declarada
74724721528;F;40;22831.23828;Sin_situacion_declarada
38244363741;F;45;20369.0918;Sin_situacion_declarada
9080004942;F;49;23229.70703;Autonomo_Monotributista
46336970154;F;46;133225.1406;Autonomo_Monotributista
55367189378;F;49;152467.2969;Relacion_dependencia
47966451637;F;53;42741.27734;Autonomo_Monotributista
81852834606;F;50;69854.9375;Autonomo_Monotributista
87608192462;F;55;14036.17285;Sin_situacion_declarada
41985118793;F;40;20615.37305;Relacion_dependencia
989888038;F;49;14116.51855;Sin_situacion_declarada
87621456433;F;55;69630.47656;Autonomo_Monotributista
72374941013;F;41;30992.12109;Sin_situacion_declarada
86505280815;F;55;21594;Sin_situacion_declarada
11612438129;F;51;26284.8457;Sin_situacion_declarada
17479507695;F;58;17500.3125;Sin_situacion_declarada
62110959423;F;56;19250.33203;Sin_situacion_declarada
24657650759;F;42;21061.00195;Sin_situacion_declarada
21039508980;F;56;48747.84375;Jubilado
2828522641;F;42;52069.33984;Relacion_dependencia
66841456801;F;48;14444.39844;Sin_situacion_declarada
86853516581;F;52;11642.19727;Sin_situacion_declarada
59560766917;F;50;19909.80664;Sin_situacion_declarada
58979504011;F;45;24380.30273;Sin_situacion_declarada
36253229956;F;52;13368.74121;Sin_situacion_declarada
17417944755;F;59;15627.12891;Sin_situacion_declarada
56963482259;F;52;15746.74609;Sin_situacion_declarada
58444113693;F;51;30419.1582;Sin_situacion_declarada
50303076694;F;42;38635.88281;Sin_situacion_declarada
30658331514;F;43;29792.93359;Sin_situacion_declarada
63778831363;F;56;32300.86523;Sin_situacion_declarada
78081084097;F;48;66837.17188;Relacion_dependencia
61418590821;F;51;54405.28125;Autonomo_Monotributista
14782456517;F;43;19452.19531;Sin_situacion_declarada
19631099925;F;53;38418.75;Autonomo_Monotributista
77641002650;F;45;41468.01953;Relacion_dependencia
56137036089;F;44;47584.81641;Sin_situacion_declarada
72919531054;F;40;48736.53516;Sin_situacion_declarada
42372137508;F;49;250838.7969;Sin_situacion_declarada
93929320937;F;49;76601.28906;Autonomo_Monotributista
56064804385;F;58;30477.31055;Sin_situacion_declarada
78262058010;F;52;53231.59375;Sin_situacion_declarada
45367449655;F;60;20751.48047;Relacion_dependencia
15615368926;F;46;35217.01172;Relacion_dependencia
10076088558;F;45;17425.05273;Sin_situacion_declarada
54956467399;F;53;222434.1563;Relacion_dependencia
45476843668;F;58;12236.04395;Relacion_dependencia
1395587998;F;55;19061.35547;Autonomo_Monotributista
65082970166;F;59;88156.59375;Sin_situacion_declarada
85830465649;F;50;23931.42969;Sin_situacion_declarada
86632234672;F;54;57399.85156;Sin_situacion_declarada
22122386958;F;47;34731.42578;Sin_situacion_declarada
38487218498;F;41;18712.92383;Sin_situacion_declarada
99226366368;F;49;13673.10352;Sin_situacion_declarada
76321034811;F;49;32115.84766;Sin_situacion_declarada
86860504071;F;45;202142.1719;Relacion_dependencia
74930353185;F;47;94509.15625;Autonomo_Monotributista
86612308251;F;42;33881.74609;Sin_situacion_declarada
19989776793;F;52;76861.73438;Relacion_dependencia
93584298824;F;44;23417.11328;Sin_situacion_declarada
30670464234;F;50;57948.07422;Autonomo_Monotributista
36595675604;F;51;184704.1094;Autonomo_Monotributista
64085579638;F;55;35444.51172;Autonomo_Monotributista
11926253496;F;58;6624.383301;Sin_situacion_declarada
8879729818;F;50;27478.9668;Autonomo_Monotributista
89034512695;F;56;212203.3438;Sin_situacion_declarada
13718255105;F;41;22045.05859;Autonomo_Monotributista
14689660129;F;44;16642.15039;Autonomo_Monotributista
58130391973;F;42;18981.73828;Sin_situacion_declarada
82906539290;F;40;18356.87695;Autonomo_Monotributista
35759338304;F;60;5000;Sin_situacion_declarada
3805242876;F;47;26146.80469;Sin_situacion_declarada
76193201569;F;45;30880.12109;Sin_situacion_declarada
9030422191;F;41;22431.82813;Sin_situacion_declarada
76859678408;F;49;16583.00781;Sin_situacion_declarada
53568852525;F;46;59572.16797;Autonomo_Monotributista
17120282198;F;47;36729.35547;Relacion_dependencia
15570127078;F;44;107480.0625;Autonomo_Monotributista
78079653895;F;41;18097.80469;Autonomo_Monotributista
58577607259;F;42;39622.10156;Relacion_dependencia
34466826124;F;49;101930.6406;Autonomo_Monotributista
15624136371;F;41;24621.04883;Sin_situacion_declarada
88117210213;F;45;95383.97656;Relacion_dependencia
79766817281;F;53;29967.79883;Sin_situacion_declarada
85186467803;F;60;56490.58984;Relacion_dependencia
85134066829;F;46;9186.954102;Autonomo_Monotributista
91467958917;F;42;43232.62109;Autonomo_Monotributista
43131615031;F;53;59702.78125;Relacion_dependencia
50826615733;F;49;58976.4375;Relacion_dependencia
50410143312;F;58;29815.34961;Jubilado
69375675854;F;52;124804.9609;Sin_situacion_declarada
3905040517;F;40;20937.43945;Sin_situacion_declarada
10350013966;F;52;29307.82422;Autonomo_Monotributista
65617923772;F;55;8855.147461;Sin_situacion_declarada
90707398782;F;55;140334.8594;Autonomo_Monotributista
35562462632;F;57;12942.7002;Sin_situacion_declarada
82864024976;F;51;62799.00781;Sin_situacion_declarada
60535810826;F;56;51212.18359;Sin_situacion_declarada
74819027645;F;45;21841.30859;Sin_situacion_declarada
60920887453;F;57;24547.38281;Sin_situacion_declarada
91514901023;F;45;49947.51563;Sin_situacion_declarada
97610614294;F;59;64292.22266;Relacion_dependencia
95015588010;F;52;52863.46484;Sin_situacion_declarada
91078096021;F;43;11714.04883;Sin_situacion_declarada
32688023992;F;56;133618.0938;Autonomo_Monotributista
83316467121;F;52;25055.85352;Sin_situacion_declarada
57745427084;F;42;16043.48633;Sin_situacion_declarada
55091216576;F;45;37761.64063;Autonomo_Monotributista
61454760361;F;49;10204.62305;Sin_situacion_declarada
53494385696;F;44;97459.36719;Relacion_dependencia
95671943153;F;41;30406.70508;Autonomo_Monotributista
25223121232;F;45;23919.06641;Sin_situacion_declarada
44601492905;F;53;36653.73047;Autonomo_Monotributista
31946032499;F;54;39296.17188;Autonomo_Monotributista
69943902261;F;55;95201.14063;Autonomo_Monotributista
67805034444;F;58;48976.64844;Sin_situacion_declarada
11737357353;F;50;16256.54297;Sin_situacion_declarada
83316159296;F;49;56112.30469;Autonomo_Monotributista
44212895278;F;46;196119.0156;Relacion_dependencia
89485747839;F;49;218586.875;Relacion_dependencia
52756768853;F;40;18451.20898;Autonomo_Monotributista
30635124194;F;50;43110.94922;Sin_situacion_declarada
26663438736;F;41;18502.88281;Autonomo_Monotributista
60714860757;F;55;51086.77734;Autonomo_Monotributista
72565249994;F;53;26850.20508;Jubilado
92157332857;F;41;38815.33984;Relacion_dependencia
42422818355;F;52;60769.48438;Relacion_dependencia
33169811876;F;49;47721.91797;Sin_situacion_declarada
87638808114;F;40;155801.0625;Relacion_dependencia
8859526922;F;57;17224.45508;Jubilado
17047009011;F;43;13733.3252;Relacion_dependencia
57176577277;F;47;118377.0859;Sin_situacion_declarada
52267314200;F;59;43196.75781;Autonomo_Monotributista
22274600726;F;42;71548.49219;Relacion_dependencia
77840629202;F;41;44875.15625;Relacion_dependencia
3894039561;F;43;30053.45313;Sin_situacion_declarada
7361477714;F;41;9031.12793;Sin_situacion_declarada
90867621317;F;45;22010.63477;Sin_situacion_declarada
95467926532;F;47;8899.59668;Jubilado
92946628984;F;43;131089.75;Autonomo_Monotributista
28274490554;F;54;69319.60938;Sin_situacion_declarada
27008073880;F;42;111253.8594;Autonomo_Monotributista
80214131417;F;59;45814.01953;Sin_situacion_declarada
89653173849;F;43;15376.15039;Sin_situacion_declarada
8344985502;F;45;28427.5918;Relacion_dependencia
26326549575;F;46;40160.60547;Autonomo_Monotributista
90001902058;F;41;25468.49219;Sin_situacion_declarada
39801542130;F;43;24937.21289;Sin_situacion_declarada
44524423929;F;41;31711.53516;Autonomo_Monotributista
115374139;F;58;16840.05664;Relacion_dependencia
34793488978;F;55;13408.60742;Sin_situacion_declarada
40903419062;F;40;850432.25;Autonomo_Monotributista
69994777257;F;60;26937.70508;Sin_situacion_declarada
54927223240;F;60;60255.29297;Jubilado
90376008473;F;50;27077.41016;Sin_situacion_declarada
39158046031;F;52;234541.375;Relacion_dependencia
28345707130;F;58;53863.88672;Sin_situacion_declarada
84073578373;F;51;28320.45313;Relacion_dependencia
21155406963;F;41;321206.4063;Relacion_dependencia
33471708997;F;48;22789.28711;Jubilado
24669104630;F;41;37614.46875;Relacion_dependencia
82962598123;F;46;20221.22852;Sin_situacion_declarada
55620147406;F;57;192176.2031;Autonomo_Monotributista
76188172076;F;45;40812.33203;Sin_situacion_declarada
37945993943;F;57;18343.25781;Sin_situacion_declarada
69191690999;F;58;29231.52539;Sin_situacion_declarada
60689726270;F;44;31436.38477;Sin_situacion_declarada
41182299549;F;53;116730.5391;Autonomo_Monotributista
35965463912;F;54;37299.09766;Relacion_dependencia
48753481658;F;43;23477.57227;Relacion_dependencia
93378613726;F;46;10409.29199;Sin_situacion_declarada
52018560823;F;49;24294.50195;Sin_situacion_declarada
29436711156;F;45;24315.54688;Sin_situacion_declarada
5531554133;F;45;20462.48828;Sin_situacion_declarada
40141549221;F;44;59368.07422;Relacion_dependencia
13760291006;F;52;37983.21484;Relacion_dependencia
79170329701;F;42;6454.808594;Sin_situacion_declarada
22129612818;F;44;130925.3906;Sin_situacion_declarada
52608072996;F;49;62382.57031;Sin_situacion_declarada
99415640800;F;48;32099.00977;Autonomo_Monotributista
76841770844;F;41;39423.26953;Sin_situacion_declarada
79226286272;F;41;10704.3916;Sin_situacion_declarada
97441033590;F;47;22563.85156;Sin_situacion_declarada
53287672449;F;43;56467.67188;Autonomo_Monotributista
1210384230;F;58;132800.8281;Relacion_dependencia
20544211930;F;48;25802.69922;Relacion_dependencia
58071911470;F;55;10945.36719;Sin_situacion_declarada
26157187073;F;46;38873.82422;Sin_situacion_declarada
