pers_id;periodo;score
8391802257;201906;1
8397243403;201906;222
8465698807;201906;622
8515264720;201906;194
8539660433;201906;946
8584782715;201906;161
8603886845;201906;889
8620536233;201906;373
8633430947;201906;545
8644595403;201906;397
8651664126;201906;779
8652345725;201906;756
8656899505;201906;223
8679047561;201906;772
8696977686;201906;482
8707437114;201906;913
8820699210;201906;919
8826787971;201906;112
8832529574;201906;946
8839805794;201906;377
8845401418;201906;318
8859526922;201906;56
8879729818;201906;40
8888938454;201906;629
8999591432;201906;829
9000535765;201906;708
9010195823;201906;247
9019344653;201906;326
9020424498;201906;404
9024557226;201906;403
9030422191;201906;45
9046869907;201906;637
9061070580;201906;843
9066493974;201906;406
9066578321;201906;943
9080004942;201906;26
9093308603;201906;656
9114671962;201906;429
9117062507;201906;359
9120484065;201906;253
9136403690;201906;554
9196164860;201906;568
9200358184;201906;416
9202454476;201906;1
9223425272;201906;143
9257459693;201906;919
9266872307;201906;428
9281401823;201906;527
9288545427;201906;564
9293853232;201906;330
9296842105;201906;677
9298284184;201906;427
9300540771;201906;250
9313677031;201906;456
9330753716;201906;424
9338886919;201906;408
9365355824;201906;194
9377020235;201906;692
9382288382;201906;840
9398784971;201906;152
9414490697;201906;367
9457174089;201906;536
9465937216;201906;287
9477779231;201906;925
9501143959;201906;727
9525519144;201906;789
9529083036;201906;81
9570429599;201906;292
9577873498;201906;632
9582753460;201906;1
9582753460;201906;656
9588522664;201906;761
9614734007;201906;901
9705691665;201906;919
9722259592;201906;779
9731404811;201906;931
9779479983;201906;717
9828242613;201906;806
9855328967;201906;910
9893529191;201906;811
9895330559;201906;666
9899093420;201906;359
9912407110;201906;161
9958404386;201906;660
9963810698;201906;761
10074834835;201906;646
10076088558;201906;457
10080003653;201906;1
10084798365;201906;660
10084987283;201906;864
10186958412;201906;431
10226381092;201906;940
10233527867;201906;546
10242586467;201906;777
10254697138;201906;328
10255599898;201906;280
10257753964;201906;541
10267279757;201906;856
10269611276;201906;809
10271542051;201906;955
10288072903;201906;949
10325146551;201906;901
10338118064;201906;816
10346061512;201906;872
10350013966;201906;385
10391171690;201906;584
10470471922;201906;498
10587274695;201906;580
10601320009;201906;777
10607280890;201906;763
10610451126;201906;450
10615659307;201906;922
10686972300;201906;922
10701761146;201906;779
10769052594;201906;740
10773229625;201906;675
10832657146;201906;1
10839199383;201906;925
10839199383;201906;925
10876756048;201906;736
10883200239;201906;486
10888817604;201906;564
10892443598;201906;943
10899813625;201906;777
10908508831;201906;606
10917119800;201906;775
10917712894;201906;613
10919177203;201906;448
10921871491;201906;666
10929458897;201906;576
10975428278;201906;867
10983802666;201906;761
11010544534;201906;904
11043858734;201906;824
11111106434;201906;864
11119328922;201906;752
11176232566;201906;1
11188242885;201906;600
11212722078;201906;946
11224280826;201906;872
11224499176;201906;1
11235712815;201906;580
11256390293;201906;666
11257410717;201906;907
11261576678;201906;719
11266796670;201906;696
11284430872;201906;738
11313372880;201906;1
11313372880;201906;1
11316087675;201906;913
11362407332;201906;904
11373984968;201906;290
11373984968;201906;290
11401324184;201906;763
11429824065;201906;955
11452945070;201906;910
11465191243;201906;667
11465191243;201906;667
11485537376;201906;624
11520860638;201906;747
11542899339;201906;913
11612438129;201906;845
11624995592;201906;497
11654087538;201906;872
11660514528;201906;916
11673338774;201906;651
11692549676;201906;547
11699261209;201906;574
11732261697;201906;239
11737357353;201906;496
11765289184;201906;958
11816303524;201906;311
11828042249;201906;472
11828042249;201906;472
11842607419;201906;635
11853381265;201906;796
11862289912;201906;925
11867243394;201906;931
11908841170;201906;438
11926253496;201906;353
11955472058;201906;706
12023275319;201906;547
12027939096;201906;453
12036131377;201906;829
12036798267;201906;965
12060061568;201906;784
12081882582;201906;895
12089859123;201906;961
12112591405;201906;692
12112591405;201906;692
12114685765;201906;913
12125070106;201906;288
12130779697;201906;110
12185358104;201906;655
12204866486;201906;749
12211713591;201906;919
12306679263;201906;496
12336636357;201906;725
12381456288;201906;476
12381456288;201906;476
12408472503;201906;1
12408472503;201906;1
12408602834;201906;1
12450413905;201906;789
12454133026;201906;600
12473525174;201906;895
12473525174;201906;895
12491135752;201906;409
12493168371;201906;1
12513973273;201906;713
12516136474;201906;454
12521802926;201906;758
12533416133;201906;931
12533416133;201906;931
12594490203;201906;931
12630770526;201906;549
12638455507;201906;606
12656495365;201906;734
12697007687;201906;835
12723337962;201906;677
12822835916;201906;796
12841734537;201906;545
12846817566;201906;666
12849388617;201906;559
12873918260;201906;881
12907885832;201906;845
13001888577;201906;775
13070701510;201906;772
13092534292;201906;459
13099386286;201906;620
13114936822;201906;577
13138383289;201906;919
13147281011;201906;822
13154176177;201906;671
13156487287;201906;907
13170141997;201906;713
13185820761;201906;613
13204326243;201906;904
13217807956;201906;552
13278744164;201906;752
13422920569;201906;848
13443742629;201906;949
13448515877;201906;666
13456286795;201906;811
13471414405;201906;749
13478650931;201906;794
13580446425;201906;721
13608681238;201906;568
13611684771;201906;696
13614728525;201906;840
13645035215;201906;754
13667163195;201906;775
13676660465;201906;576
13713520109;201906;496
13718255105;201906;867
13731359401;201906;543
13732842837;201906;907
13760291006;201906;922
13762031912;201906;406
13794176205;201906;629
13798699028;201906;704
13811049121;201906;901
13820391573;201906;725
13844628770;201906;634
13852170519;201906;624
13899151454;201906;723
13904611420;201906;958
13917007371;201906;922
13943349162;201906;520
14052198918;201906;775
14055119669;201906;916
14070202232;201906;736
14081600311;201906;625
14092011253;201906;940
14120799141;201906;552
14156158952;201906;958
14189630143;201906;916
14198090519;201906;848
14203273310;201906;554
14221533537;201906;681
14224755380;201906;937
14244536869;201906;931
14252185879;201906;1
14252627529;201906;1
14282481983;201906;556
14283818770;201906;925
14290049167;201906;1
14330122758;201906;913
14379412759;201906;690
14385723555;201906;904
14392179570;201906;816
14399530267;201906;853
14400263607;201906;796
14424209139;201906;801
14424728979;201906;738
14425851412;201906;593
14494502088;201906;464
14506662295;201906;889
14571844340;201906;462
14611117635;201906;738
14636587116;201906;577
14660066308;201906;519
14666672748;201906;925
14689660129;201906;211
14738392881;201906;429
14748358349;201906;937
14763017857;201906;679
14782456517;201906;462
14783120532;201906;809
14788054985;201906;829
14822758843;201906;496
14867777607;201906;651
14883784092;201906;545
14918906414;201906;1
14940408329;201906;928
14945109119;201906;590
14955920820;201906;824
14956253703;201906;901
14998717989;201906;730
15078769136;201906;794
15080388025;201906;919
15116374391;201906;1
15145485823;201906;602
15174684000;201906;1
15176861737;201906;943
15196782386;201906;934
15207172359;201906;940
15224072475;201906;570
15231848015;201906;789
15243386208;201906;606
15263952384;201906;679
15305857010;201906;749
15398084156;201906;743
15449024295;201906;555
15467672923;201906;696
15485268795;201906;690
15498813305;201906;570
15510634369;201906;26
15534990170;201906;594
15570127078;201906;749
15599099304;201906;822
15602055619;201906;946
15606616727;201906;554
15610120864;201906;958
15613045757;201906;730
15615368926;201906;878
15618462910;201906;723
15619445342;201906;952
15624136371;201906;779
15699063098;201906;625
15723550012;201906;513
15733802645;201906;859
15734486123;201906;756
15734927269;201906;1
15796452881;201906;937
15828860242;201906;761
15863115890;201906;593
15876949903;201906;454
15895145819;201906;878
15919526692;201906;416
15926225183;201906;889
15927522751;201906;955
15984532882;201906;546
16010774854;201906;787
16075390712;201906;673
16086300012;201906;1
16103280874;201906;904
16113739613;201906;696
16128119458;201906;478
16134226257;201906;1
16140087016;201906;892
16165063154;201906;667
16177305565;201906;560
16190034266;201906;937
16206597817;201906;433
16214258887;201906;593
16216080549;201906;794
16263608390;201906;931
16267746774;201906;761
16278697724;201906;922
16311247117;201906;517
16315578667;201906;696
16330326524;201906;692
16366427967;201906;427
16425701394;201906;713
16595902431;201906;583
16616560281;201906;770
16618286118;201906;401
16622417647;201906;761
16622730736;201906;794
16629424827;201906;418
16637827990;201906;804
16649026616;201906;692
16661495216;201906;958
16681027079;201906;943
16697794628;201906;547
16702943802;201906;1
16735551085;201906;864
16755628664;201906;875
16766426614;201906;782
16778877111;201906;1
16784269644;201906;727
16801244477;201906;289
16853980462;201906;583
16873955970;201906;616
16921705835;201906;505
16933343838;201906;487
16941528427;201906;898
16941528427;201906;898
16941568649;201906;922
16953528370;201906;1
16976706449;201906;593
16982788403;201906;870
16996096435;201906;768
17039453682;201906;576
17047009011;201906;444
17093040786;201906;717
17102719573;201906;940
17114079906;201906;622
17120282198;201906;367
17128867448;201906;613
17145089880;201906;928
17153782065;201906;629
17166908792;201906;770
17171126756;201906;779
17186678650;201906;907
17186678650;201906;907
17210034743;201906;829
17214993049;201906;510
17242825851;201906;727
17266087935;201906;864
17274385298;201906;754
17300376717;201906;931
17311190812;201906;570
17316286398;201906;588
17329388799;201906;904
17337344945;201906;884
17339222557;201906;516
17339952241;201906;794
17343164218;201906;796
17404311314;201906;895
17413085251;201906;958
17417944755;201906;314
17419457620;201906;845
17450799139;201906;698
17450996566;201906;761
17457099913;201906;934
17475563130;201906;686
17479507695;201906;606
17502091539;201906;768
17541742654;201906;864
17541744918;201906;565
17545116145;201906;694
17586006311;201906;913
17597426963;201906;713
17599148759;201906;723
17677878262;201906;1
17686956214;201906;809
17728303675;201906;775
17734067413;201906;730
17770529852;201906;574
17802095670;201906;600
17843129508;201906;1
17848273273;201906;624
17870078228;201906;898
17914146647;201906;285
17924098424;201906;452
17947482992;201906;814
17948710556;201906;552
18002091908;201906;901
18002091908;201906;901
18042189521;201906;692
18067840704;201906;499
18069379968;201906;448
18177376178;201906;368
18233558320;201906;557
18239422449;201906;458
18319351875;201906;937
18332110830;201906;848
18354305767;201906;667
18380493070;201906;955
18410512621;201906;856
18512564552;201906;717
18595250405;201906;792
18628809505;201906;952
18649580351;201906;898
18655904413;201906;616
18688913302;201906;913
18697221404;201906;9
18736277886;201906;450
18738097359;201906;614
18755907916;201906;907
18864289077;201906;460
18929802363;201906;907
18930816279;201906;916
18934639265;201906;892
18991852148;201906;782
19013301905;201906;919
19013301905;201906;919
19065117656;201906;467
19090168505;201906;835
19096089719;201906;501
19104040882;201906;856
19114621428;201906;775
19136873347;201906;772
19154025198;201906;907
19156173993;201906;1
19160803816;201906;843
19168360601;201906;580
19202568144;201906;835
19223615879;201906;1
19264221227;201906;922
19275825713;201906;913
19279226180;201906;889
19287039221;201906;508
19303632170;201906;796
19315850892;201906;1
19332092423;201906;853
19375186356;201906;696
19375920588;201906;943
19398712669;201906;940
19422520185;201906;777
19469963538;201906;931
19472400474;201906;895
19478771191;201906;679
19485040305;201906;244
19487262987;201906;696
19507083009;201906;792
19528307301;201906;910
19538684847;201906;696
19541557061;201906;952
19552280599;201906;940
19568336514;201906;482
19571593444;201906;632
19596707262;201906;904
19597560259;201906;711
19618384868;201906;843
19621568749;201906;916
19631099925;201906;928
19661981529;201906;931
19661987226;201906;861
19713556914;201906;919
19715057498;201906;622
19718009966;201906;765
19718219506;201906;620
19786517946;201906;940
19792120081;201906;928
19806618767;201906;489
19813200446;201906;725
19844928231;201906;919
19849144665;201906;580
19865523742;201906;455
19893838974;201906;782
19902128013;201906;698
19908007912;201906;600
19927771375;201906;913
19964111819;201906;624
19964111819;201906;624
19986357100;201906;940
19989776793;201906;922
19998955484;201906;681
20012306197;201906;754
20029886993;201906;732
20036581059;201906;397
20044779249;201906;730
20232708372;201906;5
20233628317;201906;952
20241218658;201906;86
20269117573;201906;789
20280419891;201906;940
20282186729;201906;171
20304830786;201906;907
20325440536;201906;1
20333500156;201906;690
20336999326;201906;730
20372165356;201906;745
20374284907;201906;943
20392180038;201906;655
20410570465;201906;658
20421815138;201906;898
20423748926;201906;870
20435647937;201906;856
20441847349;201906;952
20447377710;201906;758
20467127856;201906;730
20468561937;201906;772
20484186557;201906;540
20494717101;201906;629
20496918085;201906;955
20498222548;201906;916
20513817935;201906;867
20544211930;201906;322
20563462863;201906;561
20592305597;201906;715
20596136443;201906;931
20603488158;201906;619
20608197035;201906;792
20627779567;201906;736
20629398712;201906;811
20636677769;201906;919
20664805735;201906;937
20667002689;201906;934
20696042387;201906;1
20757315065;201906;928
20787505587;201906;700
20798176465;201906;579
20900220839;201906;754
20908450226;201906;837
20908995333;201906;713
20966608299;201906;555
20968655845;201906;952
21013626219;201906;943
21013846514;201906;931
21019881925;201906;952
21033369421;201906;1
21033369421;201906;1
21037355894;201906;928
21039508980;201906;887
21102581087;201906;552
21115955920;201906;913
21123764190;201906;366
21130803331;201906;706
21155406963;201906;569
21236372393;201906;1
21237325628;201906;603
21241767256;201906;922
21261338990;201906;580
21324046456;201906;732
21338504981;201906;859
21338504981;201906;859
21341506847;201906;761
21349536962;201906;613
21361704616;201906;557
21376157512;201906;907
21382390982;201906;887
21405261359;201906;727
21423040347;201906;681
21459404675;201906;913
21466855509;201906;385
21479487963;201906;895
21498164958;201906;946
21517179322;201906;887
21532649998;201906;504
21539259764;201906;881
21548378754;201906;809
21550587263;201906;943
21564610318;201906;1
21608606358;201906;525
21625845959;201906;949
21629947658;201906;522
21650908824;201906;522
21675350046;201906;931
21677823305;201906;302
21680654556;201906;931
21725170262;201906;624
21755570192;201906;675
21792293517;201906;692
21792387772;201906;560
21800878313;201906;837
21866550374;201906;594
21918966850;201906;531
21996362577;201906;734
21997388672;201906;958
22029834984;201906;532
22049957998;201906;806
22111970003;201906;541
22115231615;201906;747
22122386958;201906;809
22129612818;201906;898
22158914929;201906;740
22170181636;201906;919
22182681482;201906;594
22193003170;201906;1
22240476609;201906;478
22266674217;201906;946
22274600726;201906;943
22280413997;201906;904
22282324513;201906;569
22306909806;201906;545
22306909806;201906;545
22336589148;201906;881
22336934070;201906;603
22336934070;201906;603
22344417600;201906;438
22351580834;201906;892
22355168282;201906;545
22357036289;201906;583
22412311066;201906;715
22429715148;201906;677
22449143582;201906;952
22489183010;201906;777
22522043206;201906;756
22522864399;201906;913
22528388050;201906;931
22540384037;201906;651
22551222711;201906;913
22561475140;201906;463
22563163515;201906;734
22571322513;201906;1
22591436496;201906;946
22615990708;201906;940
22639629356;201906;600
22645692279;201906;922
22685387543;201906;898
22688004270;201906;881
22704558603;201906;952
22727334526;201906;856
22777900972;201906;925
22779286081;201906;581
22790203887;201906;840
22820472366;201906;872
22841063050;201906;789
22864200186;201906;761
22882610092;201906;635
22882610092;201906;635
22890373054;201906;616
22902111104;201906;637
22904707338;201906;570
22921065800;201906;881
22967071217;201906;511
22972640109;201906;934
23003803908;201906;827
23015731325;201906;910
23037101728;201906;943
23040894961;201906;889
23078007732;201906;681
23091170527;201906;887
23091242924;201906;738
23099042918;201906;782
23117704842;201906;597
23143895666;201906;597
23190158528;201906;916
23206889686;201906;658
23233185548;201906;835
23240575587;201906;702
23257932532;201906;696
23264807591;201906;227
23334692911;201906;655
23343757500;201906;904
23359106439;201906;617
23361787004;201906;801
23365916174;201906;895
23406497323;201906;629
23480515120;201906;961
23555294002;201906;843
23566765461;201906;919
23588319300;201906;1
23640405829;201906;700
23661030751;201906;756
23700506795;201906;916
23752077966;201906;723
23763236439;201906;856
23785178395;201906;827
23800246663;201906;937
23818292188;201906;835
23834586766;201906;634
23836531811;201906;928
23862519527;201906;789
23867921475;201906;488
23877778642;201906;913
23884263424;201906;878
23898794714;201906;686
23963575597;201906;664
23986634409;201906;616
24041409537;201906;895
24054106990;201906;656
24069503674;201906;734
24080039326;201906;696
24080039326;201906;696
24088499683;201906;593
24091436524;201906;597
24100687033;201906;848
24140068002;201906;884
24199953531;201906;669
24202990659;201906;946
24205426758;201906;614
24257820171;201906;943
24260200991;201906;431
24309580995;201906;754
24325859816;201906;934
24408356489;201906;794
24446799237;201906;713
24450343438;201906;696
24465509319;201906;667
24467817685;201906;940
24492535867;201906;758
24500302632;201906;949
24529982148;201906;431
24560255386;201906;629
24569935834;201906;931
24569935834;201906;931
24577386942;201906;617
24586770015;201906;639
24600890675;201906;448
24605065464;201906;946
24607277357;201906;848
24633167887;201906;522
24639413503;201906;698
24657650759;201906;1
24663586450;201906;725
24666846866;201906;794
24669104630;201906;566
24682674815;201906;772
24758299945;201906;568
24761875163;201906;149
24762237872;201906;554
24766517613;201906;928
24825484205;201906;881
24837280824;201906;456
24892296246;201906;730
24894007138;201906;898
24913439038;201906;907
24939194469;201906;1
24939194469;201906;1
25034404765;201906;594
25052466196;201906;606
25061476393;201906;591
25106150241;201906;364
25115300625;201906;799
25116264623;201906;889
25121918723;201906;564
25158778798;201906;895
25169092562;201906;692
25197551925;201906;861
25199169244;201906;845
25215056578;201906;1
25223121232;201906;664
25227205467;201906;619
25253460106;201906;439
25265515061;201906;934
25268578611;201906;770
25296623481;201906;940
25316473274;201906;887
25318924581;201906;937
25367947933;201906;889
25418860355;201906;919
25425032523;201906;809
25431723735;201906;955
25476501041;201906;1
25486880472;201906;730
25490036500;201906;675
25499674274;201906;940
25501169655;201906;565
25520049161;201906;940
25544455430;201906;870
25584350634;201906;38
25593341315;201906;639
25593341315;201906;639
25599627948;201906;736
25601320452;201906;570
25607734103;201906;666
25607845887;201906;907
25619535260;201906;681
25675076512;201906;1
25744218763;201906;919
25750062798;201906;955
25788572215;201906;961
25846384613;201906;856
25862513199;201906;1
25873587174;201906;684
25893474850;201906;715
25899353995;201906;624
25918245772;201906;490
25918245772;201906;490
25989833714;201906;629
26030532813;201906;946
26035817195;201906;454
26099050533;201906;406
26139739277;201906;940
26157187073;201906;937
26208370255;201906;925
26212884586;201906;686
26232241895;201906;581
26234987165;201906;692
26238698103;201906;614
26265944338;201906;949
26274224363;201906;889
26274224363;201906;889
26287235791;201906;916
26309318814;201906;814
26324097384;201906;486
26326549575;201906;937
26331403356;201906;554
26371510379;201906;1
26390637263;201906;925
26499622440;201906;619
26502082110;201906;658
26531674558;201906;605
26544013894;201906;761
26590062457;201906;822
26590776131;201906;611
26601960572;201906;872
26623014910;201906;683
26631134796;201906;792
26648845405;201906;580
26663438736;201906;706
26685369296;201906;958
26685926200;201906;943
26706935750;201906;708
26737872386;201906;835
26739708102;201906;895
26772939540;201906;881
26869035590;201906;684
26894400666;201906;752
26908206622;201906;949
26927863600;201906;816
26932848238;201906;837
26951059151;201906;796
26957047240;201906;523
26966208894;201906;835
26969659720;201906;916
26971323678;201906;949
26989404889;201906;784
27008073880;201906;664
27032387216;201906;910
27138435007;201906;946
27200689660;201906;717
27211102106;201906;608
27245345617;201906;904
27262783726;201906;867
27314715563;201906;723
27350417849;201906;931
27351249934;201906;910
27366645292;201906;758
27444112138;201906;768
27510584015;201906;752
27528635546;201906;931
27541645231;201906;503
27582284909;201906;931
27605659482;201906;362
27655677583;201906;835
27705956650;201906;907
27732239403;201906;637
27810456089;201906;478
27825268525;201906;1
27843253734;201906;667
27849478769;201906;809
27849478769;201906;809
27862141984;201906;867
27865616305;201906;922
27870446825;201906;931
27885121725;201906;916
27909751578;201906;752
27916865706;201906;913
27927380571;201906;907
27927380571;201906;907
27931031780;201906;651
27974340901;201906;913
28034146892;201906;940
28037514222;201906;646
28040650703;201906;579
28056146230;201906;476
28065095183;201906;779
28083096340;201906;459
28087437151;201906;758
28115701842;201906;835
28120333822;201906;431
28120333822;201906;431
28127483917;201906;794
28127483917;201906;794
28136454207;201906;397
28138712561;201906;801
28150111857;201906;787
28155735511;201906;14
28193646487;201906;143
28194695194;201906;738
28205707678;201906;656
28207884065;201906;1
28255743079;201906;717
28262375749;201906;816
28274490554;201906;937
28275507127;201906;934
