Entity,Code,Year,Coal_Consumption_EJ,Gas_Consumption_EJ,Geo_Biomass_Other_TWh,Hydro_Generation_TWh,Nuclear_Generation_TWh,Solar_Generation_TWh,Wind_Generation_TWh,Oil_Consumption_EJ
Africa,,2011,4.120680235,3.859499605,3.929656611,110.444821,12.902,0.452785301,2.537472939,6.934442062
Africa,,2012,4.017909404,4.143867141,4.089949862,110.9523002,12.96743391,0.551142126,2.96173124,7.311970002
Africa,,2013,4.070296569,4.198677097,4.438767925,117.6728464,14.10599837,0.82434814,3.559784303,7.573095873
Africa,,2014,4.264063565,4.316121372,5.552723204,123.7267948,13.79399967,1.83130817,5.158121834,7.699941538
Africa,,2015,4.026683174,4.624571388,7.13598651,119.8568199,12.237,3.595709874,8.888286283,7.874370484
Africa,,2016,4.273702573,4.752819408,7.206840106,115.80125,15.913439,4.939309565,11.30582067,7.945153048
Africa,,2017,4.257177348,5.043189901,7.571012851,123.8156247,15.756337,6.984050652,12.4581791,7.990910258
Africa,,2018,4.405359655,5.357267402,8.059533374,130.3878399,11.090427,9.850222858,14.28779541,8.07404612
Africa,,2019,4.472387315,5.404600526,8.184247278,132.7347905,14.214193,19.37797783,17.5080525,8.278639845
Algeria,DZA,1965,0.00293076,0.0267498,0,0.4,0,0,0,0.055458907
Algeria,DZA,1966,0.002847024,0.0277893,0,0.355,0,0,0,0.072981739
Algeria,DZA,1967,0.002177136,0.0269577,0,0.41,0,0,0,0.068191312
Algeria,DZA,1968,0.00230274,0.0283437,0,0.563,0,0,0,0.072602285
Algeria,DZA,1969,0.00293076,0.037266075,0,0.361,0,0,0,0.076701348
Algeria,DZA,1970,0.003475044,0.03503115,0,0.58,0,0,0,0.087651651
Algeria,DZA,1971,0.000962964,0.0397782,0,0.33,0,0,0,0.098784181
Algeria,DZA,1972,0.00083736,0.04618845,0,0.495,0,0,0,0.108437091
Algeria,DZA,1973,0.000962964,0.064293075,0,0.752,0,0,0,0.118441242
Algeria,DZA,1974,0.000795492,0.0744282,0,0.497,0,0,0,0.131557827
Algeria,DZA,1975,0.001004832,0.102564,0,0.328,0,0,0,0.146270403
Algeria,DZA,1976,0.001967796,0.121275,0,0.389,0,0,0,0.168183837
Algeria,DZA,1977,0.002553948,0.1292445,0,0.269,0,0,0,0.190103377
Algeria,DZA,1978,0.001297908,0.2075535,0,0.25,0,0,0,0.196588601
Algeria,DZA,1979,0.003014496,0.2934855,0,0.291,0,0,0,0.235147022
Algeria,DZA,1980,0.002679552,0.3939705,0,0.257,0,0,0,0.238328748
Algeria,DZA,1981,0.00188406,0.512127,0,0.366,0,0,0,0.256763062
Algeria,DZA,1982,0.03495978,0.5810805,0,0.479,0,0,0,0.272064304
Algeria,DZA,1983,0.03119166,0.636174,0,0.235,0,0,0,0.305612716
Algeria,DZA,1984,0.034582968,0.5589045,0,0.452,0,0,0,0.338407223
Algeria,DZA,1985,0.036090216,0.553707,0,0.646,0,0,0,0.347593691
Algeria,DZA,1986,0.03705318,0.606375,0,0.25,0,0,0,0.352876515
Algeria,DZA,1987,0.044296344,0.620235,0,0.499,0,0,0,0.356761886
Algeria,DZA,1988,0.04165866,0.6988905,0,0.183,0,0,0,0.357021355
Algeria,DZA,1989,0.035210988,0.657657,0,0.226,0,0,0,0.37417198
Algeria,DZA,1990,0.027591012,0.7023555,0,0.135,0,0,0,0.402521817
Algeria,DZA,1991,0.02847024,0.693693,0,0.293,0,0,0,0.39826003
Algeria,DZA,1992,0.033829344,0.7162155,0,0.199,0,0,0,0.40065356
Algeria,DZA,1993,0.027549144,0.6427575,0,0.353,0,0,0,0.398717556
Algeria,DZA,1994,0.02595816,0.6774075,0,0.166,0,0,0,0.381783225
Algeria,DZA,1995,0.02595816,0.7279965,0,0.193,0,0,0,0.371312218
Algeria,DZA,1996,0.012225456,0.747747,0,0.135,0,0,0,0.354319487
Algeria,DZA,1997,0.021436416,0.698544,0,0.075,0,0,0,0.35151631
Algeria,DZA,1998,0.022943664,0.7224525,0,0.215,0,0,0,0.362371493
Algeria,DZA,1999,0.024576516,0.7383915,0,0.203,0,0,0,0.356034045
Algeria,DZA,2000,0.02030598,0.687646575,0,0.054,0,0,0,0.371276927
Algeria,DZA,2001,0.02344608,0.71035965,0,0.069,0,0,0,0.384391202
Algeria,DZA,2002,0.03077298,0.70141995,0,0.057,0,0,0,0.426230027
Algeria,DZA,2003,0.025372008,0.741354075,0,0.265,0,0,0,0.443426825
Algeria,DZA,2004,0.030270564,0.762837075,0,0.251,0,0,0,0.463488589
Algeria,DZA,2005,0.024869592,0.80481555,0,0.5553,0,0,0,0.483168186
Algeria,DZA,2006,0.036927576,0.822591,0,0.2176,0,0,0,0.503444595
Algeria,DZA,2007,0.031694076,0.841704532,0,0.226,0,0,0,0.563003987
Algeria,DZA,2008,0.031694076,0.87855075,0,0.283,0,0,0,0.611697227
Algeria,DZA,2009,0.020347848,0.94362345,0,0.342,0,0,0,0.648483946
Algeria,DZA,2010,0.01297908,0.9117801,0,0.173,0,0.0091,0,0.648175878
Algeria,DZA,2011,0.0115137,0.96469065,0,0.378,0,0.01811875,0,0.692019551
Algeria,DZA,2012,0.012225456,1.0754667,0,0.389,0,0.026723014,0,0.735822964
Algeria,DZA,2013,0.006615144,1.15637445,0,0.099,0,0.0286,0,0.768874986
Algeria,DZA,2014,0.007494372,1.2993057,0,0.193,0,0.06,0.001,0.79893055
Algeria,DZA,2015,0.005568444,1.36521,0,0.145,0,0.058,0.019,0.85013454
Algeria,DZA,2016,0.002051532,1.389465,0,0.072,0,0.245,0.019052055,0.825987742
Algeria,DZA,2017,0.007619976,1.42065,0,0.056,0,0.504,0.019,0.811160336
Algeria,DZA,2018,0.020934,1.562715,0,0.117,0,0.603,0.01,0.829273636
Algeria,DZA,2019,0.020934,1.62855,0,0.1515,0,0.615,0.01,0.881737121
Argentina,ARG,1965,0.030438177,0.1484424,0,1.225,0,0,0,0.936501458
Argentina,ARG,1966,0.025098546,0.16076592,0,1.241,0,0,0,0.966833287
Argentina,ARG,1967,0.028225429,0.16811802,0,1.271,0,0,0,0.990671855
Argentina,ARG,1968,0.027428527,0.18719847,0,1.498,0,0,0,1.011626918
Argentina,ARG,1969,0.032839812,0.18649827,0,1.344,0,0,0,1.051134314
Argentina,ARG,1970,0.042201354,0.2107602,0.047540991,1.555,0,0,0,0.943775287
Argentina,ARG,1971,0.036999151,0.22752999,0.049864614,1.544,0,0,0,1.007910396
Argentina,ARG,1972,0.031144662,0.25532793,0.064353152,1.504,0,0,0,1.009286106
Argentina,ARG,1973,0.034187479,0.29054799,0.049042434,2.994,0,0,0,1.012744459
Argentina,ARG,1974,0.042573319,0.30752784,0.050067671,5.028,1.036,0,0,1.016294291
Argentina,ARG,1975,0.041439385,0.31509,0.054922642,5.201,2.517,0,0,0.95738496
Argentina,ARG,1976,0.041913307,0.3546513,0.050202792,5.013,2.572,0,0,0.994542131
Argentina,ARG,1977,0.039630611,0.3704058,0.053855108,5.766,1.637,0,0,1.048462724
Argentina,ARG,1978,0.048309103,0.3602529,0.054136662,7.752,2.896,0,0,1.048424516
Argentina,ARG,1979,0.045006026,0.3704058,0.084393763,10.66,2.692,0,0,1.108975094
Argentina,ARG,1980,0.040120523,0.4036653,0.086251568,15.144,2.34,0,0,1.037729972
Argentina,ARG,1981,0.038017682,0.4218705,0.0747225,14.685,2.816,0,0,0.962041366
Argentina,ARG,1982,0.038397874,0.4792869,0.095912465,17.593,1.87,0,0,0.922755709
Argentina,ARG,1983,0.034847868,0.5153472,0.137314784,18.419,3.405,0,0,0.939376469
Argentina,ARG,1984,0.025866805,0.5486067,0.097392792,19.88,4.641,0,0,0.885555937
Argentina,ARG,1985,0.038158581,0.5605101,0.103321614,20.646,5.766,0,0,0.801013266
Argentina,ARG,1986,0.043593658,0.605673,0.107078921,21.009,5.711,0,0,0.920089592
Argentina,ARG,1987,0.048382822,0.6060231,0.108156823,21.841,6.465,0,0,0.98201877
Argentina,ARG,1988,0.049580459,0.7079022,0.121116047,15.033,5.798,0,0,0.979305352
Argentina,ARG,1989,0.053649965,0.7436124,0.119376908,12.965,5.039,0,0,0.888442783
Argentina,ARG,1990,0.044158076,0.7103529,0.106763284,17.876,7.281,0,0,0.840395122
Argentina,ARG,1991,0.038858445,0.7233066,0.099600404,16.221,7.756,0,0,0.865808408
Argentina,ARG,1992,0.043805389,0.7821234,0.101865495,19.77905051,7.081,0,0,0.914558087
Argentina,ARG,1993,0.029051954,0.8258859,0.107438403,23.55547475,7.75,0,0,0.90585889
Argentina,ARG,1994,0.025434385,0.8489925,0.119290038,27.97278788,8.235,0,0,0.875660084
Argentina,ARG,1995,0.026690949,0.9449199,0.115592457,28.45812121,7.066,0,0,0.87084427
Argentina,ARG,1996,0.027960538,1.0842597,0.351397492,25.94518182,7.459,0,0.009618,0.905127057
Argentina,ARG,1997,0.02205977,0.9991854,0.44563205,33.0299596,7.961,0,0.014592,0.906223687
Argentina,ARG,1998,0.029654674,1.0681551,0.463881203,32.42178788,7.453,0.000017,0.032541,0.926250484
Argentina,ARG,1999,0.03558769,1.1329236,0.650455143,26.53007071,7.106,0.000026,0.034781,0.862435853
Argentina,ARG,2000,0.02704553,1.1626821,0.67501431,34.0340101,6.177,0.000036,0.034758,0.871115993
Argentina,ARG,2001,0.022164668,1.0884609,0.60932585,41.90326263,7.059,0.000043,0.049361,0.839211487
Argentina,ARG,2002,0.016510667,1.0597527,0.850248638,41.46705051,5.821,0.000047,0.073405,0.773544477
Argentina,ARG,2003,0.020137913,1.2106458,1.014079858,39.08008081,7.566,0.000065,0.077954,0.796118012
Argentina,ARG,2004,0.03427135,1.3251285,0.90029509,35.40287879,7.869,0.00007,0.072446,0.837530224
Argentina,ARG,2005,0.039461922,1.414404,1.074072901,39.35009091,6.873,0.000081,0.071719665,0.890232612
Argentina,ARG,2006,0.035725754,1.463418,1.567410315,43.624,7.721,0.00009,0.06964,0.935856539
Argentina,ARG,2007,0.0516973,1.5376392,1.575708696,37.741,7.254,0.0001089,0.061593,1.03953202
Argentina,ARG,2008,0.063057847,1.5547941,1.693536384,37.199,7.394,0.0001437,0.041951078,1.069038552
Argentina,ARG,2009,0.034635377,1.506080098,1.728756162,40.783,8.183,0.000076084,0.036831529,1.046956211
Argentina,ARG,2010,0.048499488,1.515146996,2.01325481,40.543,7.21,0.00008589,0.025351606,1.174656509
Argentina,ARG,2011,0.052627123,1.578232393,2.190205828,39.641,6.4,0.001614,0.02659055,1.17631168
Argentina,ARG,2012,0.04920905,1.643911536,2.45382161,36.876,6.402,0.008172967,0.369861999,1.22303093
Argentina,ARG,2013,0.05378149,1.656996803,2.45735005,40.7,6.207,0.015074079,0.453354876,1.311081952
Argentina,ARG,2014,0.05721018,1.661579246,2.302025252,40.864,5.514,0.015944,0.619491,1.285461346
Argentina,ARG,2015,0.056930865,1.679492458,2.378258598,41.7709,7.039,0.014683,0.593334963,1.322245099
Argentina,ARG,2016,0.043879109,1.735560403,1.963408643,38.25439327,8.285,0.014273,0.547359,1.293744022
Argentina,ARG,2017,0.045091037,1.738801028,2.383654508,41.54297858,6.088,0.016417,0.611567,1.259620823
Argentina,ARG,2018,0.049352932,1.753352629,2.492287271,41.64786518,6.872,0.10813,1.412743,1.20352202
Argentina,ARG,2019,0.022851728,1.709661422,2.397314002,37.06678708,8.441898,0.799697913,4.995966424,1.18557999
Asia Pacific,,1965,10.01063321,0.202435084,1.644,156.0895546,0.025,0,0,6.82870408
Asia Pacific,,1966,10.5534439,0.224601311,1.643,162.3118272,0.584,0,0,7.869195482
Asia Pacific,,1967,10.27547522,0.257009443,1.424,152.8667474,0.629,0,0,9.171314919
Asia Pacific,,1968,10.42823933,0.28014491,1.577,168.249119,1.044,0,0,10.48789245
Asia Pacific,,1969,11.70067628,0.369361528,1.608,174.1638034,1.8067816,0,0,12.18403562
Asia Pacific,,1970,13.07209892,0.512369011,1.776704,180.7100104,5.8891424,0,0,14.16686923
Asia Pacific,,1971,13.99266858,0.610383273,1.754611,199.2820798,9.0308814,0,0,15.75318786
Asia Pacific,,1972,14.53172847,0.70709495,1.785591,205.116013,10.606947,0,0,16.96405222
Asia Pacific,,1973,14.88303504,0.872681259,1.834998,194.011624,12.0404432,0,0,19.29942516
Asia Pacific,,1974,15.2450506,1.088312338,2.496269105,217.9046095,22.0280238,0,0,19.17443224
Asia Pacific,,1975,16.40682442,1.264362591,2.654334368,232.4442504,27.8782862,0,0,19.0841722
Asia Pacific,,1976,16.79645109,1.461594153,2.587064579,233.2533699,37.2521292,0,0,20.29652651
Asia Pacific,,1977,17.91208118,1.799168567,2.622443474,227.038314,34.0082302,0,0,21.3382976
Asia Pacific,,1978,18.78946438,2.158475217,2.917471368,237.0464094,66.738046,0,0,22.64535357
Asia Pacific,,1979,19.6997869,2.467273337,3.712920421,256.9818747,82.2736382,0,0,23.23711706
Asia Pacific,,1980,20.82242093,2.64829235,5.173433158,273.4472188,96.7950508,0,0,22.03474293
Asia Pacific,,1981,21.51012989,2.677326214,7.071965421,289.7296902,104.0191674,0,0,21.40759019
Asia Pacific,,1982,22.26398689,2.784841748,15.95189475,282.6671874,121.6514556,0,0,20.73582558
Asia Pacific,,1983,23.56814,3.075303688,18.06780657,299.3413708,145.5096622,0,0,21.04115203
Asia Pacific,,1984,25.60945276,3.597818586,19.74213741,299.406694,175.0157916,0,0,21.84273434
Asia Pacific,,1985,27.63085904,3.90971035,20.79148751,320.0446134,209.9467762,0,0,21.78819217
Asia Pacific,,1986,28.69300177,4.268408767,21.68989005,328.1591022,226.16808,0,0,22.65211708
Asia Pacific,,1987,30.7592401,4.531141885,22.00974994,326.8912812,266.6734152,0,0,23.38541634
Asia Pacific,,1988,32.95873099,4.832488891,23.82670473,361.7862617,250.9199886,0,0,25.40212543
Asia Pacific,,1989,34.4446904,5.073389295,26.24333903,388.0435299,265.5964838,0,0,26.96125113
Asia Pacific,,1990,35.1828474,5.472770916,22.33408198,399.2715428,287.1385048,0.004,0.032323232,28.48358598
Asia Pacific,,1991,36.62432011,6.004665567,22.83825194,410.5242724,306.127962,0.00945,0.122000909,29.71719451
Asia Pacific,,1992,37.89439671,6.412825567,23.00633425,401.5246502,314.3659846,0.0276,0.22047404,31.72608965
Asia Pacific,,1993,39.8833993,6.71974309,22.89851394,440.2869206,348.4297924,0.0431,0.311836667,33.11789362
Asia Pacific,,1994,41.87299642,7.315180834,26.37097959,443.2981976,372.0585378,0.0534,0.583588081,35.07696075
Asia Pacific,,1995,42.86250234,7.662551741,30.90213872,483.4344319,410.2016684,0.070660101,1.121601313,37.22294901
Asia Pacific,,1996,44.73975308,8.365556204,31.45602397,473.4094407,431.27951,0.098160606,0.991205066,39.03286655
Asia Pacific,,1997,44.94443178,9.038775604,34.93782766,475.8946677,459.452648,0.147015452,1.213950041,40.92475845
Asia Pacific,,1998,44.89919353,9.244216287,37.54185188,506.6742947,478.3517351,0.202918856,1.489550167,40.00002563
Asia Pacific,,1999,46.4440132,9.982579105,41.20269497,500.2429652,486.4709344,0.286266606,2.053249006,41.86893723
Asia Pacific,,2000,48.02023137,10.74351329,44.60806485,521.6520706,500.0392753,0.428484426,2.56394698,43.09285541
Asia Pacific,,2001,50.22775988,11.40007076,45.24425452,570.4627559,506.6039518,0.608506426,3.517409418,43.36186327
Asia Pacific,,2002,54.07201456,11.92840693,47.07413449,578.9078874,519.2896707,0.829111425,4.067013247,44.75555149
Asia Pacific,,2003,61.82703255,12.91845031,49.24454746,594.3534075,462.02941,1.116570608,5.340875855,46.61279282
Asia Pacific,,2004,69.51898447,13.6882778,53.02552883,699.1512328,530.210443,1.463785013,9.1866934,49.20545056
Asia Pacific,,2005,79.04312051,14.70528108,60.19216537,727.87445,553.1420954,1.852540528,12.01919361,49.60060586
Asia Pacific,,2006,85.11107129,15.82267361,64.50003345,801.696935,567.9177098,2.29110778,18.56980713,50.76194875
Asia Pacific,,2007,92.20382293,17.04234213,71.1330306,852.1729591,544.7646746,2.757475173,24.65101102,52.45548811
Asia Pacific,,2008,94.74950812,18.13433035,79.03590767,997.7759893,528.9005726,3.362340344,36.12928498,52.23175137
Asia Pacific,,2009,97.8444074,18.56339155,87.99922241,968.0859571,553.402872,4.40856319,54.87951482,52.65564926
Asia Pacific,,2010,102.3066659,20.79590826,98.11610115,1097.686867,582.9454167,6.778469872,81.52535563,55.97250081
Asia Pacific,,2011,109.8335651,22.43524875,104.6336163,1117.780568,483.1317975,12.24619503,113.6320139,57.7495948
Asia Pacific,,2012,112.1984332,23.91794605,112.965958,1261.992655,342.9137212,17.62427339,147.7703711,60.17664225
Asia Pacific,,2013,115.179828,24.78868331,124.7250196,1385.568357,346.8992981,32.46389579,188.8090806,61.17142042
Asia Pacific,,2014,115.9552215,25.51612895,140.7061428,1521.868225,371.0538028,63.01369399,214.8385502,62.1266529
Asia Pacific,,2015,115.26787,25.92745401,159.2544845,1565.635742,419.8680201,95.62750983,243.3391816,64.5019137
Asia Pacific,,2016,114.8076851,26.55166435,160.6610688,1622.959568,467.8140954,141.6795735,312.5371645,66.8843866
Asia Pacific,,2017,116.2809237,27.94050096,185.5970392,1671.971119,493.3364447,219.8893719,388.0033371,68.8243571
Asia Pacific,,2018,119.6154984,29.91720783,208.6085196,1710.85692,554.1414518,313.2193249,463.7105424,70.26730897
Asia Pacific,,2019,122.218429,31.31727197,238.0228726,1783.656628,647.3322035,393.9218413,514.2596164,71.53934267
Australia,AUS,1965,0.7273,0.00010611,0.296,7.689756,0,0,0,0.652022942
Australia,AUS,1966,0.7538,0.00014148,0.284,7.3450428,0,0,0,0.770571187
Australia,AUS,1967,0.7749,0.00014148,0.29,7.6057874,0,0,0,0.84379596
Australia,AUS,1968,0.7981,0.00109647,0.282,7.9505006,0,0,0,0.919025956
Australia,AUS,1969,0.8254,0.0148554,0.281,8.684121,0,0,0,0.944813246
Australia,AUS,1970,0.8341,0.062294309,0.261,10.170687,0,0,0,1.044703518
Australia,AUS,1971,0.83725,0.092976046,0.263,11.5074428,0,0,0,1.099960433
Australia,AUS,1972,0.87455,0.133467346,0.28,11.5533144,0,0,0,1.11972008
Australia,AUS,1973,0.91075,0.16944768,0.338,12.2858392,0,0,0,1.194814635
Australia,AUS,1974,0.95065,0.193327165,0.429,13.8739202,0,0,0,1.266246588
Australia,AUS,1975,0.98115,0.207611894,0.489,14.8878016,0,0,0,1.25317627
Australia,AUS,1976,1.01445,0.245077983,0.484,14.1538588,0,0,0,1.280957347
Australia,AUS,1977,1.05905,0.279966376,0.429,13.5439502,0,0,0,1.341362727
Australia,AUS,1978,1.0867,0.30141137,0.405,14.6753494,0,0,0,1.351130458
Australia,AUS,1979,1.13595,0.346950658,0.418,14.2460556,0,0,0,1.374507236
Australia,AUS,1980,1.16915,0.398397165,0.385,13.4665978,0,0,0,1.318266347
Australia,AUS,1981,1.1993,0.431799803,0.404,13.8663438,0,0,0,1.275635974
Australia,AUS,1982,1.21205,0.421131007,0.516,12.770334,0,0,0,1.281516492
Australia,AUS,1983,1.2116,0.457469354,0.431,12.123648,0,0,0,1.259365352
Australia,AUS,1984,1.28125,0.45114215,0.441,13.1259488,0,0,0,1.319278074
Australia,AUS,1985,1.3253,0.482229444,0.456,13.9405106,0,0,0,1.260262206
Australia,AUS,1986,1.35895,0.526785413,0.46,14.0257988,0,0,0,1.289819187
Australia,AUS,1987,1.4161,0.537820527,0.47,13.613796,0,0,0,1.31437705
Australia,AUS,1988,1.48955,0.550776224,0.731,14.3344436,0,0,0,1.376739525
Australia,AUS,1989,1.56225,0.600752309,0.81,14.253669,0,0,0,1.426228501
Australia,AUS,1990,1.59965,0.603934118,0.7595,14.7595,0,0,0,1.446988954
Australia,AUS,1991,1.63175,0.578955635,0.7195,15.6535,0,0.00545,0,1.406975789
Australia,AUS,1992,1.64145,0.598930453,0.67,15.9415,0,0.0121,0,1.413195967
Australia,AUS,1993,1.652,0.620976359,0.67,16.387,0,0.0146,0.002,1.484948724
Australia,AUS,1994,1.68575,0.689639643,0.6965,16.15,0,0.0174,0.0055,1.541312074
Australia,AUS,1995,1.743,0.696296492,0.8255,15.631,0,0.02115,0.007,1.58962153
Australia,AUS,1996,1.81425,0.701375877,0.9465,15.9685,0,0.0256,0.007,1.614433949
Australia,AUS,1997,1.90605,0.688698184,0.997,15.9525,0,0.03065,0.0075,1.643524709
Australia,AUS,1998,1.9911,0.709031543,1.081,15.798,0,0.0356,0.018,1.641503909
Australia,AUS,1999,2.114529686,0.726265932,1.1335,16.2815,0,0.0406,0.043,1.692530423
Australia,AUS,2000,2.129700933,0.739982863,0.8895,16.4665,0,0.04675,0.134,1.683568829
Australia,AUS,2001,2.108202797,0.798095488,0.7975,16.1235,0,0.05415,0.287,1.694329281
Australia,AUS,2002,2.155660364,0.821333414,1.2668,16.095,0,0.0583,0.53355,1.68876323
Australia,AUS,2003,2.217399174,0.827794414,1.6918,16.21055,0,0.0632,0.70405,1.687659186
Australia,AUS,2004,2.310588353,0.844329634,2.81525,15.68665,0,0.07295,0.795,1.735485388
Australia,AUS,2005,2.297264106,0.837323363,3.871,15.4657,0,0.08405,1.29905,1.724086927
Australia,AUS,2006,2.359484506,0.933950271,3.9325,14.9451,0,0.0975,2.1621,1.865140437
Australia,AUS,2007,2.339022147,1.044713358,4.275,13.04895,0,0.11375,2.8521,1.843008836
Australia,AUS,2008,2.437994799,1.027258486,3.6961,11.81515,0,0.1392,3.45845,1.845358292
Australia,AUS,2009,2.357241931,1.048911635,2.7868,12.64205,0,0.29024203,4.43775,1.834447425
Australia,AUS,2010,2.186380861,1.216210516,2.44155,13.746,0,0.97764828,4.985,1.8180861
Australia,AUS,2011,2.131171381,1.270190931,2.57395,19.572,0,2.04454657,6.432,1.936222213
Australia,AUS,2012,1.995832977,1.274064462,3.09785,17.036,0,2.412,7.725,2.011291114
Australia,AUS,2013,1.894232977,1.33824537,3.33165,19.089,0,3.8474,9.259,2.047591648
Australia,AUS,2014,1.878550195,1.443597019,3.546362,14.484,0,4.952,9.777,2.069431684
Australia,AUS,2015,1.945262489,1.515850919,3.678061995,14.08528194,0,6.206481168,11.83846859,1.996255446
Australia,AUS,2016,1.943987255,1.502138604,3.653226915,17.63079505,0,7.474810511,13.02639137,2.012688498
Australia,AUS,2017,1.877342818,1.484720586,3.530612738,13.50215462,0,8.957432679,13.19522744,2.104650353
Australia,AUS,2018,1.844549393,1.491384003,3.554348297,17.35583909,0,12.27924429,16.41150746,2.159105407
Australia,AUS,2019,1.783109994,1.934650224,3.575939232,14.29387513,0,17.95071448,19.52446188,2.142717008
Austria,AUT,1965,0.212813639,0.063103129,0,16.083,0,0,0,0.235070909
Austria,AUT,1966,0.203283347,0.067755723,0,17.331,0,0,0,0.25843989
Austria,AUT,1967,0.192423247,0.064914061,0,17.698,0,0,0,0.275573203
Austria,AUT,1968,0.189985265,0.069224291,0,18.185,0,0,0,0.318477842
Austria,AUT,1969,0.186971033,0.083984965,0,16.718,0,0,0,0.35001358
Austria,AUT,1970,0.201075,0.101872808,0,21.2897,0,0,0,0.385357127
Austria,AUT,1971,0.184441,0.117023928,0,16.8201,0,0,0,0.430585294
Austria,AUT,1972,0.167234,0.126467109,0,17.2876,0,0,0,0.464842347
